ed_map_for_viz,Trump,Biden,vote_differences,total_value,trump_pct,biden_pct,vote_counts_pct
80082,54,252,-198,616,8.766233766233766,40.909090909090914,-32.142857142857146
80083,115,547,-432,1334,8.620689655172415,41.00449775112443,-32.38380809595202
80084,99,423,-324,1058,9.357277882797732,39.981096408317576,-30.623818525519845
80085,68,451,-383,1052,6.4638783269961975,42.870722433460074,-36.40684410646388
80086,70,365,-295,882,7.936507936507936,41.383219954648524,-33.44671201814059
80087,30,243,-213,553,5.424954792043399,43.942133815551536,-38.517179023508135
80088,0,0,0,0,0.0,0.0,0.0
80089,0,0,0,0,0.0,0.0,0.0
80093,76,316,-240,794,9.571788413098236,39.79848866498741,-30.226700251889174
80094,100,530,-430,1284,7.78816199376947,41.27725856697819,-33.48909657320872
80095,86,458,-372,1097,7.839562443026436,41.750227894257065,-33.91066545123063
81001,55,353,-298,829,6.634499396863691,42.58142340168878,-35.94692400482509
81002,126,442,-316,1142,11.033274956217163,38.704028021015766,-27.670753064798603
81003,80,386,-306,940,8.51063829787234,41.06382978723404,-32.5531914893617
81004,78,340,-262,850,9.176470588235293,40.0,-30.823529411764707
81005,107,478,-371,1184,9.037162162162163,40.37162162162162,-31.33445945945946
81006,124,526,-402,1318,9.408194233687405,39.90895295902883,-30.500758725341427
81007,140,461,-321,1219,11.484823625922887,37.817883511074655,-26.33305988515177
81008,48,257,-209,621,7.729468599033816,41.38486312399356,-33.655394524959746
81009,49,277,-228,668,7.335329341317365,41.467065868263475,-34.13173652694611
81010,23,181,-158,416,5.528846153846153,43.50961538461539,-37.98076923076923
81011,13,122,-109,274,4.744525547445255,44.52554744525548,-39.78102189781022
81012,111,610,-499,1460,7.602739726027398,41.78082191780822,-34.17808219178082
81013,47,266,-219,642,7.320872274143301,41.43302180685358,-34.112149532710276
81014,57,353,-296,844,6.753554502369669,41.824644549763036,-35.07109004739337
81015,114,510,-396,1270,8.976377952755906,40.15748031496063,-31.181102362204726
81017,59,574,-515,1276,4.623824451410658,44.98432601880878,-40.360501567398124
81018,52,415,-363,943,5.514316012725344,44.008483563096505,-38.49416755037116
81019,88,574,-486,1342,6.557377049180328,42.77198211624441,-36.214605067064085
81020,65,604,-539,1344,4.836309523809524,44.94047619047619,-40.104166666666664
81021,58,583,-525,1292,4.489164086687306,45.12383900928793,-40.634674922600624
81022,45,468,-423,1034,4.352030947775629,45.26112185686654,-40.90909090909091
81023,84,625,-541,1461,5.749486652977413,42.77891854893908,-37.02943189596167
81024,43,393,-350,889,4.83689538807649,44.20697412823397,-39.37007874015748
81025,154,216,-62,755,20.397350993377483,28.60927152317881,-8.211920529801326
81026,86,221,-135,636,13.522012578616351,34.74842767295597,-21.226415094339618
81027,188,222,-34,837,22.461170848267624,26.523297491039425,-4.062126642771801
81028,169,244,-75,852,19.835680751173708,28.638497652582164,-8.802816901408455
81029,147,165,-18,635,23.1496062992126,25.984251968503933,-2.8346456692913335
81030,240,255,-15,1001,23.976023976023978,25.47452547452547,-1.4985014985014935
81031,187,175,12,743,25.168236877523555,23.553162853297444,1.6150740242261108
81032,157,209,-52,747,21.01740294511379,27.978580990629183,-6.961178045515393
81033,105,400,-295,1032,10.174418604651162,38.759689922480625,-28.585271317829463
81034,122,475,-353,1226,9.9510603588907,38.743882544861336,-28.792822185970635
81035,169,575,-406,1515,11.155115511551156,37.95379537953795,-26.798679867986795
81036,102,448,-346,1112,9.172661870503598,40.28776978417266,-31.115107913669064
81037,130,543,-413,1377,9.44081336238199,39.433551198257085,-29.992737835875097
81038,111,565,-454,1361,8.155767817781042,41.51359294636297,-33.35782512858193
81039,86,282,-196,738,11.653116531165312,38.21138211382114,-26.558265582655828
81040,117,533,-416,1314,8.904109589041095,40.56316590563166,-31.65905631659056
81041,184,564,-380,1533,12.002609262883235,36.79060665362035,-24.787997390737118
81042,50,156,-106,416,12.01923076923077,37.5,-25.48076923076923
81043,93,307,-214,820,11.341463414634147,37.4390243902439,-26.097560975609753
81044,103,260,-157,738,13.956639566395665,35.230352303523034,-21.27371273712737
81045,31,123,-92,315,9.841269841269842,39.04761904761905,-29.20634920634921
81046,32,205,-173,475,6.7368421052631575,43.15789473684211,-36.42105263157895
81047,41,119,-78,340,12.058823529411764,35.0,-22.941176470588236
81048,63,436,-373,1036,6.081081081081082,42.084942084942085,-36.003861003861005
81049,96,303,-207,827,11.608222490931077,36.638452237001204,-25.030229746070127
81050,76,421,-345,1054,7.2106261859582546,39.94307400379506,-32.73244781783681
81051,72,284,-212,815,8.83435582822086,34.84662576687116,-26.012269938650306
81052,38,113,-75,384,9.895833333333332,29.427083333333332,-19.53125
81053,66,153,-87,481,13.721413721413722,31.80873180873181,-18.08731808731809
81054,123,535,-412,1387,8.868060562364816,38.57245854361932,-29.704397981254502
81055,161,486,-325,1390,11.58273381294964,34.96402877697842,-23.381294964028775
81056,165,462,-297,1299,12.702078521939955,35.56581986143187,-22.863741339491916
81057,97,233,-136,738,13.143631436314362,31.571815718157183,-18.42818428184282
81058,111,356,-245,1001,11.08891108891109,35.56443556443556,-24.475524475524473
81059,139,273,-134,874,15.903890160183066,31.23569794050343,-15.331807780320366
81060,158,390,-232,1121,14.094558429973238,34.79036574487065,-20.695807314897408
81061,79,209,-130,599,13.18864774624374,34.891485809682806,-21.702838063439067
81062,73,428,-355,1032,7.073643410852713,41.47286821705426,-34.39922480620155
81063,142,358,-216,1032,13.75968992248062,34.689922480620154,-20.930232558139537
81064,119,673,-554,1691,7.03725606150207,39.79893554109994,-32.761679479597866
81065,155,491,-336,1321,11.733535200605601,37.168811506434515,-25.435276305828914
81066,93,246,-153,690,13.478260869565217,35.65217391304348,-22.173913043478258
81067,74,299,-225,784,9.438775510204081,38.13775510204081,-28.698979591836732
81068,122,400,-278,1135,10.748898678414097,35.24229074889868,-24.493392070484585
81069,179,483,-304,1436,12.465181058495823,33.635097493036206,-21.169916434540383
81070,24,114,-90,336,7.142857142857142,33.92857142857143,-26.78571428571429
81071,93,321,-228,897,10.367892976588628,35.785953177257525,-25.418060200668897
81072,180,566,-386,1518,11.857707509881422,37.285902503293805,-25.428194993412383
81073,168,575,-407,1595,10.532915360501567,36.05015673981191,-25.51724137931034
81074,100,408,-308,1071,9.337068160597573,38.095238095238095,-28.75816993464052
81075,102,505,-403,1279,7.97498045347928,39.48397185301016,-31.50899139953088
81076,119,363,-244,1039,11.453320500481231,34.93743984600577,-23.48411934552454
81077,90,436,-346,1071,8.403361344537815,40.70961718020541,-32.3062558356676
81078,147,630,-483,1633,9.001837109614206,38.5793018983466,-29.577464788732392
81079,150,455,-305,1275,11.76470588235294,35.68627450980392,-23.92156862745098
81080,72,518,-446,1229,5.858421480878763,42.148087876322215,-36.289666395443454
81081,62,399,-337,967,6.41158221302999,41.26163391933816,-34.85005170630817
81082,82,360,-278,929,8.826695371367062,38.751345532831,-29.92465016146394
81083,86,328,-242,855,10.058479532163743,38.3625730994152,-28.304093567251456
81084,128,610,-482,1527,8.382449246889326,39.94760969220694,-31.565160445317613
81085,65,243,-178,640,10.15625,37.96875,-27.8125
81086,129,389,-260,1075,12.0,36.18604651162791,-24.186046511627907
81087,90,382,-292,974,9.240246406570842,39.21971252566735,-29.979466119096507
81088,132,330,-198,933,14.14790996784566,35.36977491961415,-21.22186495176849
81089,61,348,-287,836,7.29665071770335,41.62679425837321,-34.33014354066986
81090,79,376,-297,938,8.422174840085288,40.085287846481876,-31.663113006396586
81091,42,231,-189,562,7.473309608540925,41.10320284697509,-33.629893238434164
81092,52,293,-241,698,7.4498567335243555,41.977077363896846,-34.52722063037249
81093,76,446,-370,1063,7.149576669802446,41.95672624647225,-34.8071495766698
81094,44,409,-365,914,4.814004376367615,44.74835886214442,-39.93435448577681
81095,82,194,-112,568,14.43661971830986,34.154929577464785,-19.718309859154925
81096,73,323,-250,797,9.159347553324968,40.52697616060226,-31.36762860727729
81097,49,451,-402,1019,4.808635917566241,44.25907752698725,-39.450441609421006
81098,67,426,-359,1017,6.588003933136677,41.88790560471977,-35.29990167158309
81099,111,490,-379,1277,8.692247454972591,38.37118245888802,-29.67893500391543
81100,72,349,-277,847,8.500590318772137,41.20425029515938,-32.70365997638724
81102,0,0,0,0,0.0,0.0,0.0
81104,0,0,0,0,0.0,0.0,0.0
81105,0,0,0,0,0.0,0.0,0.0
81106,0,0,0,0,0.0,0.0,0.0
81107,26,215,-189,487,5.338809034907597,44.14784394250513,-38.809034907597535
82001,422,207,215,1310,32.213740458015266,15.801526717557252,16.412213740458014
82002,321,293,28,1252,25.63897763578275,23.40255591054313,2.236421725239623
82003,275,131,144,823,33.41433778857837,15.91737545565006,17.496962332928312
82004,351,184,167,1147,30.601569311246728,16.041848299912818,14.55972101133391
82005,331,362,-31,1456,22.733516483516482,24.862637362637365,-2.129120879120883
82006,252,390,-138,1343,18.763961280714817,29.03946388682055,-10.275502606105732
82007,243,325,-82,1179,20.610687022900763,27.565733672603905,-6.955046649703142
82008,194,521,-327,1445,13.42560553633218,36.055363321799305,-22.629757785467127
82009,216,421,-205,1292,16.718266253869967,32.585139318885446,-15.86687306501548
82010,228,487,-259,1442,15.811373092926493,33.77253814147018,-17.961165048543684
82011,206,405,-199,1240,16.612903225806452,32.66129032258064,-16.04838709677419
82012,26,276,-250,642,4.049844236760125,42.99065420560748,-38.940809968847354
82013,44,360,-316,818,5.378973105134474,44.00977995110024,-38.630806845965765
82014,22,154,-132,378,5.82010582010582,40.74074074074074,-34.920634920634924
82015,69,436,-367,1025,6.731707317073171,42.53658536585366,-35.80487804878049
82016,208,403,-195,1254,16.586921850079744,32.1371610845295,-15.550239234449759
82017,217,324,-107,1155,18.787878787878785,28.05194805194805,-9.264069264069263
82018,104,259,-155,740,14.054054054054054,35.0,-20.945945945945944
82019,156,210,-54,738,21.138211382113823,28.455284552845526,-7.317073170731703
82020,215,222,-7,912,23.574561403508774,24.342105263157894,-0.7675438596491198
82021,116,222,-106,703,16.500711237553343,31.57894736842105,-15.078236130867708
82022,185,365,-180,1165,15.879828326180256,31.330472103004293,-15.450643776824037
82023,86,419,-333,1020,8.431372549019608,41.07843137254902,-32.64705882352941
82024,185,449,-264,1296,14.274691358024691,34.64506172839506,-20.370370370370374
82025,212,392,-180,1228,17.263843648208468,31.921824104234524,-14.657980456026056
82027,78,389,-311,950,8.210526315789474,40.94736842105263,-32.73684210526316
82028,105,511,-406,1258,8.34658187599364,40.62003179650239,-32.273449920508746
82029,44,154,-110,398,11.055276381909549,38.69346733668342,-27.63819095477387
82030,102,499,-397,1219,8.367514356029531,40.935192780968,-32.56767842493847
82031,104,514,-410,1252,8.30670926517572,41.054313099041536,-32.74760383386582
82032,230,425,-195,1337,17.202692595362752,31.787584143605084,-14.584891548242332
82033,244,312,-68,1197,20.384294068504595,26.065162907268167,-5.680868838763573
82034,169,271,-102,900,18.777777777777775,30.11111111111111,-11.333333333333336
82035,271,487,-216,1558,17.394094993581515,31.258023106546855,-13.86392811296534
82036,212,453,-241,1347,15.738678544914626,33.630289532293986,-17.89161098737936
82037,149,410,-261,1129,13.197519929140833,36.315323294951284,-23.117803365810452
82038,172,555,-383,1465,11.74061433447099,37.883959044368595,-26.143344709897605
82039,196,381,-185,1163,16.85296646603611,32.76010318142734,-15.907136715391228
82040,248,259,-11,1023,24.242424242424242,25.317693059628542,-1.0752688172043001
82041,329,277,52,1237,26.596604688763136,22.392886014551333,4.203718674211803
82042,169,153,16,697,24.2467718794835,21.951219512195124,2.2955523672883764
82043,292,222,70,1039,28.103946102021176,21.36669874879692,6.737247353224255
82044,350,273,77,1256,27.86624203821656,21.73566878980892,6.130573248407639
82045,284,194,90,965,29.430051813471504,20.10362694300518,9.326424870466322
82046,338,228,110,1147,29.46817785527463,19.87794245858762,9.59023539668701
82047,328,209,119,1083,30.28624192059095,19.298245614035086,10.987996306555864
82048,338,232,106,1155,29.264069264069263,20.086580086580085,9.177489177489178
82049,440,268,172,1443,30.49203049203049,18.572418572418574,11.919611919611917
82050,124,290,-166,862,14.385150812064964,33.64269141531322,-19.25754060324826
82051,191,435,-244,1331,14.350112697220135,32.682193839218634,-18.3320811419985
82052,249,464,-215,1456,17.10164835164835,31.868131868131865,-14.766483516483515
82053,128,325,-197,946,13.530655391120508,34.35517970401691,-20.824524312896404
82054,2,46,-44,105,1.9047619047619049,43.80952380952381,-41.904761904761905
82055,170,245,-75,853,19.929660023446658,28.722157092614303,-8.792497069167645
82056,167,330,-163,1009,16.55104063429138,32.70564915758176,-16.15460852329038
82057,198,342,-144,1104,17.934782608695652,30.978260869565215,-13.043478260869563
82058,235,292,-57,1067,22.02436738519213,27.366447985004687,-5.342080599812558
82059,11,48,-37,135,8.148148148148149,35.55555555555556,-27.40740740740741
82060,247,322,-75,1148,21.515679442508713,28.04878048780488,-6.533101045296167
82061,262,381,-119,1310,20.0,29.083969465648856,-9.083969465648856
82062,246,320,-74,1160,21.20689655172414,27.586206896551722,-6.379310344827584
82063,215,268,-53,984,21.84959349593496,27.235772357723576,-5.386178861788615
82064,123,507,-384,1266,9.715639810426541,40.047393364928915,-30.331753554502374
82065,40,388,-348,875,4.571428571428571,44.34285714285714,-39.77142857142857
82066,50,406,-356,924,5.411255411255411,43.93939393939394,-38.52813852813853
82067,43,511,-468,1122,3.832442067736185,45.54367201426025,-41.71122994652407
82068,32,411,-379,895,3.5754189944134076,45.92178770949721,-42.3463687150838
82069,37,413,-376,935,3.9572192513368987,44.17112299465241,-40.213903743315505
82070,33,371,-338,810,4.074074074074074,45.80246913580247,-41.72839506172839
82071,37,423,-386,926,3.995680345572354,45.68034557235421,-41.68466522678186
82072,41,425,-384,941,4.357066950053135,45.16471838469713,-40.807651434643994
82073,34,404,-370,900,3.7777777777777777,44.888888888888886,-41.11111111111111
82074,27,334,-307,733,3.6834924965893587,45.56616643929058,-41.882673942701224
82075,31,329,-298,724,4.281767955801105,45.44198895027624,-41.16022099447513
82076,26,304,-278,738,3.523035230352303,41.19241192411924,-37.669376693766935
82077,27,460,-433,986,2.738336713995943,46.65314401622718,-43.91480730223124
82078,42,489,-447,1075,3.9069767441860463,45.48837209302326,-41.58139534883721
82079,36,436,-400,976,3.6885245901639343,44.67213114754098,-40.983606557377044
82080,40,363,-323,840,4.761904761904762,43.214285714285715,-38.452380952380956
82081,36,341,-305,843,4.270462633451958,40.45077105575326,-36.1803084223013
82082,32,247,-215,569,5.623901581722319,43.40949033391915,-37.78558875219683
82083,13,80,-67,193,6.7357512953367875,41.45077720207254,-34.71502590673575
82084,43,527,-484,1148,3.7456445993031355,45.90592334494774,-42.160278745644604
82085,47,385,-338,881,5.334846765039727,43.70034052213394,-38.365493757094214
82086,35,284,-249,681,5.139500734214391,41.70337738619677,-36.56387665198238
82087,27,379,-352,827,3.2648125755743655,45.82829504232164,-42.563482466747274
82088,25,431,-406,924,2.7056277056277054,46.64502164502164,-43.93939393939394
82089,38,434,-396,950,4.0,45.68421052631579,-41.68421052631579
82090,36,419,-383,924,3.896103896103896,45.34632034632035,-41.45021645021645
82091,24,203,-179,455,5.274725274725275,44.61538461538462,-39.34065934065934
82092,39,529,-490,1144,3.4090909090909087,46.24125874125874,-42.83216783216783
82093,43,414,-371,922,4.663774403470716,44.90238611713666,-40.23861171366594
82094,34,421,-387,920,3.6956521739130435,45.76086956521739,-42.065217391304344
82095,55,559,-504,1235,4.4534412955465585,45.26315789473684,-40.80971659919028
82096,28,352,-324,767,3.650586701434159,45.89308996088657,-42.24250325945241
82097,52,433,-381,974,5.338809034907597,44.455852156057496,-39.1170431211499
82098,66,503,-437,1148,5.7491289198606275,43.815331010452965,-38.06620209059234
82099,35,508,-473,1096,3.1934306569343067,46.35036496350365,-43.15693430656935
82100,39,424,-385,938,4.157782515991471,45.20255863539446,-41.04477611940299
82101,22,397,-375,842,2.6128266033254155,47.149643705463184,-44.53681710213777
82102,23,368,-345,785,2.9299363057324843,46.87898089171975,-43.94904458598727
82103,26,298,-272,695,3.741007194244604,42.87769784172662,-39.13669064748202
82104,35,450,-415,983,3.560528992878942,45.77822990844354,-42.2177009155646
82105,42,430,-388,953,4.4071353620146905,45.12067156348373,-40.71353620146904
82106,2,1,1,6,33.33333333333333,16.666666666666664,16.666666666666664
82107,97,175,-78,549,17.66848816029144,31.876138433515482,-14.207650273224044
82108,0,2,-2,4,0.0,50.0,-50.0
82109,66,219,-153,570,11.578947368421053,38.421052631578945,-26.84210526315789
82111,0,0,0,0,0.0,0.0,0.0
82115,0,0,0,0,0.0,0.0,0.0
82117,0,0,0,0,0.0,0.0,0.0
82119,189,275,-86,952,19.852941176470587,28.886554621848738,-9.033613445378151
83001,48,466,-418,1041,4.610951008645533,44.764649375600385,-40.15369836695485
83002,18,263,-245,564,3.1914893617021276,46.63120567375886,-43.43971631205674
83003,28,421,-393,912,3.070175438596491,46.16228070175439,-43.0921052631579
83004,36,228,-192,529,6.805293005671078,43.10018903591683,-36.29489603024575
83005,12,130,-118,286,4.195804195804196,45.45454545454545,-41.25874125874126
83006,32,472,-440,1012,3.1620553359683794,46.6403162055336,-43.47826086956522
83007,25,497,-472,1049,2.3832221163012393,47.37845567206864,-44.9952335557674
83008,27,513,-486,1091,2.474793767186068,47.02108157653529,-44.54628780934922
83009,40,505,-465,1098,3.642987249544627,45.99271402550091,-42.349726775956285
83010,37,646,-609,1373,2.69482884195193,47.050254916241805,-44.35542607428987
83011,37,642,-605,1369,2.7027027027027026,46.89554419284149,-44.19284149013879
83013,42,631,-589,1351,3.1088082901554404,46.706143597335306,-43.59733530717987
83014,43,686,-643,1467,2.931152010906612,46.76209952283572,-43.830947511929104
83015,41,591,-550,1272,3.2232704402515724,46.4622641509434,-43.23899371069182
83016,42,618,-576,1329,3.160270880361174,46.50112866817156,-43.340857787810386
83017,24,598,-574,1248,1.9230769230769231,47.91666666666667,-45.99358974358975
83018,23,539,-516,1132,2.0318021201413425,47.61484098939929,-45.58303886925795
83019,27,405,-378,868,3.110599078341014,46.65898617511521,-43.5483870967742
83020,14,420,-406,877,1.596351197263398,47.890535917901936,-46.29418472063854
83021,17,481,-464,1002,1.6966067864271457,48.003992015968066,-46.30738522954092
83022,38,396,-358,872,4.3577981651376145,45.412844036697244,-41.05504587155963
83023,42,366,-324,832,5.048076923076923,43.99038461538461,-38.94230769230769
83024,12,259,-247,548,2.18978102189781,47.262773722627735,-45.07299270072993
83025,32,381,-349,834,3.8369304556354913,45.68345323741007,-41.84652278177458
83026,33,290,-257,647,5.1004636785162285,44.822256568778975,-39.72179289026275
83027,57,550,-493,1220,4.672131147540984,45.08196721311475,-40.40983606557377
83028,28,284,-256,630,4.444444444444445,45.07936507936508,-40.63492063492064
83029,31,399,-368,865,3.5838150289017343,46.127167630057805,-42.54335260115607
83030,32,386,-354,845,3.7869822485207103,45.680473372781066,-41.89349112426036
83031,19,539,-520,1123,1.6918967052537845,47.99643811219946,-46.30454140694568
83032,31,543,-512,1165,2.6609442060085837,46.60944206008584,-43.94849785407725
83033,39,523,-484,1131,3.4482758620689653,46.242263483642795,-42.79398762157383
83034,38,551,-513,1184,3.209459459459459,46.53716216216216,-43.3277027027027
83035,29,528,-499,1125,2.577777777777778,46.93333333333333,-44.355555555555554
83036,17,257,-240,552,3.0797101449275366,46.55797101449276,-43.47826086956522
83037,33,448,-415,969,3.4055727554179565,46.23323013415892,-42.827657378740966
83038,38,524,-486,1136,3.345070422535211,46.12676056338028,-42.78169014084507
83039,25,436,-411,928,2.693965517241379,46.98275862068966,-44.28879310344828
83040,16,420,-404,881,1.8161180476730987,47.67309875141884,-45.85698070374574
83041,22,429,-407,905,2.430939226519337,47.40331491712707,-44.972375690607734
83042,28,467,-439,994,2.8169014084507045,46.98189134808853,-44.16498993963783
83043,16,458,-442,951,1.6824395373291272,48.159831756046266,-46.47739221871714
83044,25,592,-567,1252,1.996805111821086,47.284345047923324,-45.287539936102235
83045,26,613,-587,1283,2.0265003897116136,47.77864380358535,-45.75214341387373
83046,36,425,-389,940,3.829787234042553,45.21276595744681,-41.38297872340426
83047,43,411,-368,917,4.689203925845147,44.82006543075245,-40.1308615049073
83048,49,427,-378,957,5.120167189132706,44.61859979101359,-39.49843260188088
83049,40,452,-412,994,4.0241448692152915,45.47283702213279,-41.4486921529175
83050,64,521,-457,1189,5.3826745164003365,43.81833473507149,-38.43566021867115
83051,37,551,-514,1184,3.125,46.53716216216216,-43.41216216216216
83052,44,520,-476,1138,3.8664323374340945,45.69420035149385,-41.82776801405976
83053,31,491,-460,1053,2.9439696106362776,46.628679962013294,-43.684710351377014
83054,31,412,-381,891,3.479236812570146,46.240179573512904,-42.76094276094276
83055,30,449,-419,962,3.118503118503119,46.67359667359668,-43.555093555093556
83056,27,570,-543,1210,2.231404958677686,47.107438016528924,-44.87603305785124
83057,21,622,-601,1298,1.6178736517719567,47.919876733436055,-46.3020030816641
83058,37,275,-238,629,5.88235294117647,43.72019077901431,-37.83783783783784
83059,51,503,-452,1122,4.545454545454546,44.83065953654189,-40.28520499108734
83060,26,188,-162,431,6.0324825986078885,43.619489559164734,-37.58700696055685
83061,25,333,-308,725,3.4482758620689653,45.93103448275862,-42.48275862068965
83062,25,235,-210,530,4.716981132075472,44.339622641509436,-39.62264150943396
83063,27,336,-309,732,3.6885245901639343,45.90163934426229,-42.213114754098356
83064,25,461,-436,981,2.54841997961264,46.99286442405708,-44.44444444444444
83065,16,392,-376,826,1.937046004842615,47.45762711864407,-45.520581113801455
83066,34,579,-545,1235,2.753036437246964,46.88259109311741,-44.12955465587045
83067,35,346,-311,778,4.4987146529562985,44.473007712082264,-39.97429305912597
83068,0,5,-5,10,0.0,50.0,-50.0
83069,43,584,-541,1268,3.391167192429022,46.05678233438486,-42.66561514195584
83070,60,588,-528,1310,4.580152671755725,44.88549618320611,-40.30534351145038
83071,48,628,-580,1363,3.521643433602348,46.074834922964044,-42.553191489361694
83072,30,378,-348,825,3.6363636363636362,45.81818181818182,-42.18181818181819
83073,25,557,-532,1179,2.1204410517387617,47.24342663273961,-45.122985581000854
83074,52,536,-484,1190,4.369747899159663,45.04201680672269,-40.67226890756303
83075,37,621,-584,1328,2.786144578313253,46.76204819277108,-43.97590361445783
83076,48,592,-544,1291,3.7180480247869867,45.855925639039505,-42.13787761425252
83077,33,500,-467,1069,3.086997193638915,46.77268475210477,-43.68568755846586
83078,27,427,-400,912,2.9605263157894735,46.82017543859649,-43.85964912280702
83079,30,645,-615,1352,2.2189349112426036,47.70710059171598,-45.48816568047337
83080,32,525,-493,1123,2.8495102404274264,46.74977738201246,-43.90026714158503
83081,31,627,-596,1330,2.330827067669173,47.14285714285714,-44.81203007518796
83082,44,667,-623,1429,3.0790762771168647,46.675997200839745,-43.596920923722884
83083,38,503,-465,1089,3.489439853076217,46.18916437098255,-42.69972451790633
83084,1,30,-29,68,1.4705882352941175,44.11764705882353,-42.64705882352941
83085,23,214,-191,479,4.801670146137787,44.676409185803756,-39.87473903966597
83086,20,285,-265,617,3.2414910858995136,46.19124797406807,-42.94975688816856
83088,35,417,-382,912,3.8377192982456143,45.723684210526315,-41.8859649122807
83089,28,315,-287,696,4.022988505747127,45.258620689655174,-41.235632183908045
84001,95,493,-398,1184,8.02364864864865,41.638513513513516,-33.61486486486487
84002,80,440,-360,1047,7.640878701050621,42.02483285577841,-34.38395415472779
84003,87,477,-390,1137,7.651715039577836,41.952506596306065,-34.30079155672823
84004,102,498,-396,1213,8.408903544929926,41.05523495465787,-32.64633140972794
84005,53,268,-215,643,8.242612752721618,41.679626749611195,-33.437013996889576
84006,49,427,-378,962,5.093555093555094,44.38669438669439,-39.29313929313929
84007,77,580,-503,1323,5.82010582010582,43.839758125472414,-38.01965230536659
84008,63,361,-298,862,7.308584686774942,41.87935034802784,-34.5707656612529
