ed_map_for_viz,Trump,Biden,vote_differences,total_value,trump_pct,biden_pct,vote_counts_pct
84009,47,316,-269,738,6.368563685636857,42.81842818428184,-36.449864498644985
84010,57,488,-431,1100,5.181818181818182,44.36363636363637,-39.18181818181819
84011,112,556,-444,1342,8.345752608047691,41.43070044709389,-33.0849478390462
84012,65,339,-274,817,7.9559363525091795,41.49326805385557,-33.537331701346396
84013,77,442,-365,1053,7.31244064577398,41.9753086419753,-34.66286799620132
84014,50,408,-358,938,5.330490405117271,43.49680170575693,-38.16631130063966
84015,85,401,-316,977,8.700102354145343,41.04401228249744,-32.3439099283521
84016,59,482,-423,1090,5.412844036697248,44.22018348623853,-38.80733944954129
84017,40,182,-142,447,8.94854586129754,40.7158836689038,-31.76733780760626
84018,32,376,-344,833,3.8415366146458583,45.13805522208884,-41.29651860744298
84019,63,467,-404,1072,5.8768656716417915,43.5634328358209,-37.68656716417911
84020,65,565,-500,1270,5.118110236220472,44.48818897637795,-39.370078740157474
84021,18,90,-72,223,8.071748878923767,40.35874439461883,-32.28699551569507
84022,18,111,-93,269,6.691449814126393,41.2639405204461,-34.572490706319705
84023,39,406,-367,907,4.299889746416759,44.76295479603087,-40.46306504961411
84024,49,367,-318,845,5.798816568047338,43.4319526627219,-37.63313609467456
84025,43,450,-407,1001,4.295704295704296,44.955044955044954,-40.65934065934066
84026,37,257,-220,598,6.187290969899665,42.97658862876254,-36.78929765886288
84027,40,352,-312,792,5.05050505050505,44.44444444444444,-39.39393939393939
84028,71,397,-326,947,7.497360084477296,41.92185850052798,-34.42449841605069
84029,44,302,-258,697,6.312769010043041,43.32855093256815,-37.01578192252511
84030,22,274,-252,598,3.678929765886288,45.819397993311036,-42.14046822742475
84031,25,250,-225,553,4.520795660036167,45.20795660036166,-40.6871609403255
84032,27,216,-189,490,5.510204081632653,44.08163265306123,-38.57142857142858
84033,52,314,-262,735,7.07482993197279,42.72108843537415,-35.646258503401356
84034,65,532,-467,1202,5.40765391014975,44.259567387687184,-38.85191347753744
84035,74,451,-377,1060,6.981132075471698,42.54716981132076,-35.56603773584906
84036,14,196,-182,422,3.3175355450236967,46.44549763033176,-43.12796208530806
84037,60,368,-308,866,6.928406466512701,42.494226327944574,-35.565819861431876
84038,86,442,-356,1071,8.029878618113912,41.269841269841265,-33.23996265172735
84039,72,434,-362,1039,6.9297401347449465,41.77093358999038,-34.84119345524543
84040,71,465,-394,1090,6.513761467889909,42.6605504587156,-36.14678899082569
84041,64,386,-322,917,6.9792802617230105,42.093784078516904,-35.11450381679389
84042,57,434,-377,989,5.763397371081901,43.882709807886755,-38.119312436804854
84043,86,450,-364,1090,7.889908256880735,41.284403669724774,-33.39449541284404
84044,44,337,-293,772,5.699481865284974,43.652849740932645,-37.95336787564767
84045,42,332,-290,753,5.577689243027888,44.090305444887115,-38.512616201859224
84046,65,329,-264,802,8.104738154613466,41.02244389027431,-32.917705735660846
84047,24,173,-149,396,6.0606060606060606,43.686868686868685,-37.62626262626262
84048,84,385,-301,955,8.795811518324607,40.31413612565445,-31.518324607329845
84049,16,140,-124,320,5.0,43.75,-38.75
84050,76,446,-370,1058,7.183364839319471,42.15500945179584,-34.97164461247637
84051,47,332,-285,765,6.143790849673202,43.39869281045752,-37.254901960784316
84052,42,247,-205,583,7.204116638078903,42.36706689536878,-35.16295025728988
84053,0,1,-1,2,0.0,50.0,-50.0
84054,51,366,-315,839,6.0786650774731825,43.62336114421931,-37.54469606674613
84055,68,387,-319,920,7.391304347826087,42.06521739130435,-34.673913043478265
84056,57,388,-331,900,6.333333333333334,43.111111111111114,-36.77777777777778
84057,75,414,-339,996,7.530120481927711,41.566265060240966,-34.036144578313255
84058,61,415,-354,961,6.347554630593131,43.18418314255983,-36.8366285119667
84059,54,399,-345,917,5.888767720828789,43.51145038167939,-37.6226826608506
84060,83,332,-249,843,9.845788849347569,39.383155397390276,-29.537366548042705
84061,51,408,-357,934,5.460385438972163,43.683083511777305,-38.222698072805144
84062,44,352,-308,801,5.493133583021224,43.94506866416979,-38.45193508114856
84063,42,312,-270,713,5.890603085553997,43.75876577840112,-37.86816269284712
84064,62,501,-439,1143,5.42432195975503,43.832020997375324,-38.40769903762029
84065,47,348,-301,796,5.9045226130653266,43.71859296482412,-37.814070351758794
84066,72,390,-318,933,7.717041800643088,41.80064308681672,-34.08360128617363
84067,59,403,-344,936,6.303418803418803,43.05555555555556,-36.75213675213676
84068,39,341,-302,775,5.032258064516129,44.0,-38.96774193548387
84069,29,203,-174,470,6.170212765957447,43.19148936170213,-37.02127659574469
84070,33,418,-385,915,3.606557377049181,45.68306010928962,-42.07650273224044
84071,84,487,-403,1157,7.260155574762317,42.09161624891962,-34.831460674157306
84072,61,465,-404,1057,5.7710501419110685,43.99243140964995,-38.221381267738884
84073,12,129,-117,285,4.2105263157894735,45.26315789473684,-41.05263157894737
84074,96,433,-337,1067,8.997188378631678,40.58106841611996,-31.583880037488285
84075,51,393,-342,901,5.660377358490567,43.61820199778024,-37.957824639289676
84076,14,49,-35,128,10.9375,38.28125,-27.34375
84077,53,353,-300,817,6.487148102815178,43.20685434516524,-36.719706242350064
84078,15,103,-88,236,6.3559322033898304,43.64406779661017,-37.288135593220346
84079,2,3,-1,10,20.0,30.0,-10.0
84080,58,439,-381,1013,5.725567620927937,43.33662388943731,-37.61105626850937
84082,78,445,-367,1061,7.351555136663525,41.94156456173421,-34.59000942507068
84083,75,418,-343,998,7.515030060120241,41.883767535070135,-34.368737474949896
84084,15,133,-118,306,4.901960784313726,43.4640522875817,-38.56209150326798
84085,32,233,-201,536,5.970149253731343,43.47014925373134,-37.5
85001,61,702,-641,1528,3.992146596858639,45.94240837696335,-41.95026178010471
85002,95,525,-430,1246,7.624398073836276,42.13483146067416,-34.51043338683788
85003,86,457,-371,1108,7.761732851985561,41.245487364620935,-33.48375451263537
85004,75,428,-353,1014,7.396449704142012,42.209072978303745,-34.81262327416173
85005,81,528,-447,1222,6.62847790507365,43.207855973813416,-36.579378068739764
85006,69,275,-206,708,9.745762711864407,38.84180790960452,-29.09604519774011
85007,88,393,-305,973,9.044193216855087,40.39054470709147,-31.346351490236387
85008,85,443,-358,1063,7.9962370649106305,41.67450611476952,-33.67826904985889
85009,59,416,-357,958,6.15866388308977,43.42379958246347,-37.265135699373694
85010,50,425,-375,962,5.197505197505198,44.17879417879418,-38.981288981288984
85011,49,357,-308,826,5.932203389830509,43.22033898305085,-37.288135593220346
85012,62,437,-375,1009,6.144697720515362,43.31020812685827,-37.16551040634291
85013,24,538,-514,1132,2.1201413427561837,47.52650176678445,-45.406360424028264
85014,46,259,-213,617,7.455429497568882,41.9773095623987,-34.52188006482982
85015,69,473,-404,1092,6.318681318681318,43.315018315018314,-36.99633699633699
85016,32,206,-174,484,6.6115702479338845,42.561983471074385,-35.9504132231405
85017,37,384,-347,849,4.358068315665489,45.22968197879859,-40.8716136631331
85018,9,18,-9,58,15.517241379310345,31.03448275862069,-15.517241379310345
85019,35,601,-566,1283,2.7279812938425563,46.843335931410756,-44.1153546375682
85020,37,593,-556,1274,2.904238618524333,46.546310832025114,-43.64207221350078
85021,46,570,-524,1249,3.682946357085669,45.6365092073659,-41.95356285028023
85022,42,385,-343,865,4.855491329479769,44.50867052023121,-39.653179190751445
85023,27,263,-236,584,4.623287671232877,45.034246575342465,-40.41095890410959
85024,42,544,-502,1188,3.535353535353535,45.79124579124579,-42.255892255892256
85025,34,387,-353,847,4.014167650531287,45.69067296340024,-41.676505312868954
85026,33,392,-359,857,3.8506417736289387,45.74095682613769,-41.890315052508754
85027,85,512,-427,1212,7.013201320132014,42.244224422442244,-35.23102310231023
85028,7,88,-81,190,3.684210526315789,46.31578947368421,-42.631578947368425
85029,44,362,-318,815,5.398773006134969,44.417177914110425,-39.01840490797546
85030,71,428,-357,1005,7.064676616915423,42.58706467661691,-35.52238805970149
85031,46,353,-307,807,5.700123915737299,43.74225526641883,-38.04213135068153
85032,50,236,-186,578,8.650519031141869,40.830449826989614,-32.179930795847746
85033,57,436,-379,999,5.7057057057057055,43.64364364364364,-37.93793793793794
85034,51,371,-320,854,5.971896955503513,43.44262295081967,-37.47072599531616
85035,0,0,0,0,0.0,0.0,0.0
85036,66,431,-365,1004,6.573705179282868,42.92828685258964,-36.354581673306775
85037,35,508,-473,1096,3.1934306569343067,46.35036496350365,-43.15693430656935
85038,54,320,-266,757,7.133421400264201,42.27212681638045,-35.13870541611625
85039,61,509,-448,1155,5.2813852813852815,44.06926406926407,-38.78787878787879
85040,50,250,-200,614,8.143322475570033,40.71661237785016,-32.57328990228013
85041,54,284,-230,680,7.941176470588235,41.76470588235294,-33.82352941176471
85042,58,395,-337,914,6.3457330415754925,43.21663019693654,-36.87089715536105
85043,77,404,-327,970,7.9381443298969065,41.649484536082475,-33.71134020618557
85044,95,379,-284,962,9.875259875259875,39.397089397089395,-29.52182952182952
85045,68,401,-333,948,7.172995780590717,42.29957805907173,-35.12658227848101
85046,38,299,-261,682,5.571847507331378,43.841642228739005,-38.26979472140763
85047,64,381,-317,899,7.119021134593993,42.380422691879865,-35.26140155728587
85048,71,503,-432,1166,6.089193825042882,43.138936535162955,-37.04974271012007
85049,66,397,-331,936,7.051282051282051,42.414529914529915,-35.363247863247864
85050,77,459,-382,1091,7.057745187901008,42.07149404216315,-35.01374885426215
85051,70,462,-392,1076,6.5055762081784385,42.93680297397769,-36.43122676579925
85052,64,443,-379,1022,6.262230919765166,43.34637964774951,-37.08414872798434
85053,83,487,-404,1157,7.17372515125324,42.09161624891962,-34.917891097666384
85054,89,526,-437,1245,7.148594377510039,42.24899598393574,-35.100401606425706
85055,94,533,-439,1277,7.3610023492560686,41.73844949099452,-34.37744714173845
85056,26,217,-191,492,5.284552845528456,44.105691056910565,-38.821138211382106
85057,65,299,-234,740,8.783783783783784,40.4054054054054,-31.62162162162162
85058,82,454,-372,1098,7.468123861566485,41.34790528233151,-33.87978142076503
85059,54,363,-309,850,6.352941176470588,42.705882352941174,-36.35294117647059
85060,63,322,-259,781,8.066581306017925,41.2291933418694,-33.162612035851474
85061,36,230,-194,543,6.629834254143646,42.35727440147329,-35.727440147329645
85062,85,459,-374,1095,7.76255707762557,41.917808219178085,-34.15525114155251
85063,62,329,-267,796,7.788944723618091,41.33165829145729,-33.5427135678392
85064,72,379,-307,913,7.886089813800658,41.51150054764513,-33.62541073384447
85065,65,416,-351,980,6.63265306122449,42.44897959183673,-35.816326530612244
85066,53,348,-295,808,6.5594059405940595,43.06930693069307,-36.509900990099005
85067,44,426,-382,950,4.631578947368421,44.8421052631579,-40.21052631578948
85068,88,451,-363,1091,8.065994500458295,41.338221814848765,-33.27222731439047
85069,52,444,-392,1020,5.098039215686274,43.529411764705884,-38.43137254901961
85070,56,291,-235,701,7.988587731811697,41.51212553495007,-33.523537803138375
85071,0,0,0,0,0.0,0.0,0.0
85076,0,0,0,0,0.0,0.0,0.0
85080,31,160,-129,392,7.908163265306123,40.816326530612244,-32.90816326530612
85081,50,377,-327,861,5.807200929152149,43.786295005807204,-37.97909407665506
85082,33,247,-214,562,5.871886120996441,43.95017793594306,-38.07829181494662
85083,33,283,-250,634,5.205047318611988,44.63722397476341,-39.43217665615142
85084,56,362,-306,846,6.619385342789598,42.78959810874704,-36.170212765957444
85085,45,184,-139,465,9.67741935483871,39.56989247311828,-29.892473118279568
86001,49,293,-244,687,7.132459970887918,42.64919941775837,-35.516739446870446
86002,96,493,-397,1191,8.060453400503778,41.39378673383711,-33.33333333333333
86003,71,322,-251,798,8.897243107769423,40.35087719298245,-31.45363408521303
86004,69,254,-185,651,10.599078341013826,39.01689708141321,-28.417818740399387
86005,55,248,-193,617,8.914100486223662,40.19448946515397,-31.28038897893031
86006,44,380,-336,858,5.128205128205128,44.28904428904429,-39.16083916083916
86007,72,342,-270,834,8.633093525179856,41.007194244604314,-32.37410071942446
86008,78,426,-348,1023,7.624633431085044,41.64222873900293,-34.01759530791789
86009,86,490,-404,1162,7.401032702237521,42.168674698795186,-34.767641996557664
86010,55,322,-267,762,7.217847769028872,42.25721784776903,-35.039370078740156
86011,73,434,-361,1025,7.121951219512194,42.34146341463415,-35.21951219512195
86012,88,432,-344,1050,8.380952380952381,41.14285714285714,-32.76190476190476
86013,96,395,-299,993,9.667673716012084,39.77844914400806,-30.110775427995975
86014,68,374,-306,893,7.61478163493841,41.881298992161256,-34.266517357222845
86015,65,458,-393,1051,6.1845861084681255,43.57754519505233,-37.392959086584206
86016,82,406,-324,982,8.350305498981669,41.34419551934827,-32.9938900203666
86017,110,386,-276,1002,10.978043912175648,38.522954091816366,-27.544910179640716
86018,102,413,-311,1049,9.723546234509056,39.37082936129647,-29.647283126787414
86019,98,461,-363,1126,8.703374777975133,40.94138543516873,-32.2380106571936
86020,91,486,-395,1161,7.838070628768304,41.86046511627907,-34.022394487510766
86021,5,75,-70,164,3.048780487804878,45.73170731707317,-42.6829268292683
86022,75,392,-317,942,7.961783439490445,41.6135881104034,-33.65180467091295
86023,66,339,-273,817,8.078335373317014,41.49326805385557,-33.414932680538556
86024,46,264,-218,629,7.3131955484896665,41.971383147853736,-34.65818759936407
86025,62,439,-377,1020,6.078431372549019,43.03921568627451,-36.96078431372549
86026,75,406,-331,969,7.739938080495357,41.89886480908152,-34.15892672858617
86027,93,339,-246,874,10.640732265446225,38.787185354691076,-28.14645308924485
86028,92,389,-297,969,9.494324045407637,40.14447884416924,-30.650154798761605
86029,82,449,-367,1070,7.663551401869159,41.96261682242991,-34.29906542056075
86030,81,305,-224,777,10.424710424710424,39.25353925353925,-28.828828828828826
86031,78,349,-271,865,9.017341040462428,40.346820809248555,-31.32947976878613
86032,79,419,-340,1006,7.852882703777336,41.65009940357853,-33.7972166998012
86033,74,508,-434,1172,6.313993174061433,43.344709897610926,-37.030716723549496
86034,86,481,-395,1141,7.537248028045573,42.15600350569676,-34.618755477651185
86035,70,284,-214,714,9.803921568627452,39.77591036414566,-29.971988795518207
86036,81,371,-290,911,8.89132821075741,40.724478594950604,-31.833150384193196
86037,35,324,-289,734,4.768392370572207,44.141689373297005,-39.3732970027248
86038,39,372,-333,836,4.6650717703349285,44.49760765550239,-39.83253588516747
86039,41,343,-302,773,5.304010349288486,44.372574385511,-39.06856403622251
86040,92,489,-397,1168,7.876712328767123,41.86643835616438,-33.98972602739725
86041,53,330,-277,769,6.8920676202860855,42.91287386215865,-36.02080624187256
86042,2,9,-7,22,9.090909090909092,40.909090909090914,-31.81818181818182
86043,19,98,-79,239,7.949790794979079,41.00418410041841,-33.05439330543933
86044,24,198,-174,452,5.3097345132743365,43.80530973451327,-38.49557522123894
86045,108,597,-489,1439,7.505211952744961,41.487143849895766,-33.9819318971508
86046,55,440,-385,1008,5.4563492063492065,43.65079365079365,-38.19444444444444
86047,41,520,-479,1134,3.6155202821869485,45.85537918871252,-42.23985890652557
86048,54,314,-260,754,7.161803713527852,41.644562334217504,-34.48275862068965
86049,46,286,-240,677,6.794682422451995,42.245199409158054,-35.45051698670606
86050,60,497,-437,1120,5.357142857142857,44.375,-39.017857142857146
86051,54,358,-304,838,6.443914081145586,42.720763723150355,-36.27684964200477
86052,101,461,-360,1140,8.859649122807017,40.43859649122807,-31.57894736842105
86053,49,360,-311,821,5.9683313032886725,43.8489646772229,-37.88063337393423
86054,52,280,-228,668,7.784431137724551,41.91616766467065,-34.1317365269461
86055,103,434,-331,1085,9.493087557603687,40.0,-30.506912442396313
86056,76,396,-320,954,7.966457023060797,41.509433962264154,-33.542976939203356
86057,109,393,-284,1014,10.749506903353057,38.75739644970414,-28.00788954635108
86058,75,356,-281,867,8.650519031141869,41.061130334486734,-32.410611303344865
86059,73,391,-318,942,7.749469214437367,41.50743099787686,-33.75796178343949
86060,3,47,-44,102,2.941176470588235,46.07843137254902,-43.13725490196079
86061,64,256,-192,643,9.953343701399689,39.813374805598755,-29.860031104199066
86062,53,321,-268,754,7.029177718832891,42.57294429708223,-35.54376657824934
86063,80,469,-389,1107,7.226738934056007,42.36675700090334,-35.14001806684733
86064,103,437,-334,1091,9.440879926672777,40.05499541704858,-30.614115490375802
86065,55,214,-159,544,10.11029411764706,39.338235294117645,-29.227941176470587
86066,68,476,-408,1093,6.221408966148216,43.54986276303751,-37.32845379688929
86067,85,364,-279,917,9.269356597600872,39.69465648854962,-30.425299890948747
86068,43,223,-180,534,8.05243445692884,41.760299625468164,-33.70786516853933
86069,73,358,-285,868,8.410138248847925,41.244239631336406,-32.834101382488484
86070,15,308,-293,651,2.3041474654377883,47.31182795698925,-45.00768049155146
86071,52,276,-224,660,7.878787878787878,41.81818181818181,-33.93939393939394
86072,37,201,-164,481,7.6923076923076925,41.78794178794179,-34.0956340956341
87001,9,59,-50,137,6.569343065693431,43.06569343065693,-36.4963503649635
87002,56,350,-294,821,6.82095006090134,42.630937880633375,-35.80998781973204
87003,35,181,-146,435,8.045977011494253,41.60919540229885,-33.5632183908046
87004,50,363,-313,851,5.875440658049354,42.65569917743831,-36.78025851938895
87005,50,299,-249,703,7.112375533428166,42.53200568990042,-35.41963015647226
87006,88,445,-357,1088,8.088235294117647,40.900735294117645,-32.8125
87007,39,317,-278,716,5.4469273743016755,44.273743016759774,-38.8268156424581
87008,26,322,-296,710,3.6619718309859155,45.352112676056336,-41.690140845070424
87009,66,342,-276,829,7.961399276236429,41.25452352231604,-33.293124246079614
87010,51,419,-368,953,5.351521511017839,43.96642182581322,-38.614900314795385
87011,56,438,-382,1002,5.588822355289421,43.712574850299404,-38.12375249500998
87012,14,175,-161,386,3.6269430051813467,45.33678756476684,-41.70984455958549
87013,21,106,-85,258,8.13953488372093,41.08527131782946,-32.945736434108525
87014,22,155,-133,360,6.111111111111111,43.05555555555556,-36.94444444444444
87015,10,92,-82,208,4.807692307692308,44.230769230769226,-39.42307692307692
87016,21,121,-100,287,7.317073170731707,42.1602787456446,-34.843205574912886
87017,31,160,-129,386,8.031088082901555,41.45077720207254,-33.41968911917098
87018,69,388,-319,926,7.4514038876889845,41.90064794816415,-34.449244060475166
87019,73,386,-313,930,7.849462365591398,41.50537634408602,-33.65591397849462
87020,90,458,-368,1106,8.1374321880651,41.41048824593128,-33.273056057866185
87021,12,118,-106,264,4.545454545454546,44.696969696969695,-40.15151515151515
87022,23,298,-275,645,3.565891472868217,46.2015503875969,-42.63565891472869
87023,62,284,-222,700,8.857142857142856,40.57142857142857,-31.714285714285715
87024,41,242,-201,575,7.130434782608695,42.08695652173913,-34.95652173913044
87025,26,206,-180,470,5.531914893617021,43.829787234042556,-38.297872340425535
87026,64,491,-427,1123,5.699020480854853,43.722172751558325,-38.02315227070347
87027,63,320,-257,782,8.05626598465473,40.92071611253197,-32.86445012787724
87028,81,551,-470,1267,6.393054459352802,43.48855564325177,-37.09550118389897
87029,76,313,-237,795,9.559748427672957,39.37106918238994,-29.81132075471698
87030,22,179,-157,404,5.445544554455446,44.306930693069305,-38.86138613861386
87031,41,297,-256,683,6.002928257686676,43.48462664714495,-37.48169838945827
87032,46,388,-342,880,5.227272727272727,44.09090909090909,-38.86363636363637
87033,70,334,-264,818,8.557457212713937,40.831295843520785,-32.27383863080685
87034,82,376,-294,917,8.942202835332607,41.00327153762268,-32.06106870229007
87035,57,474,-417,1072,5.317164179104478,44.21641791044777,-38.899253731343286
87036,75,419,-344,1006,7.455268389662027,41.65009940357853,-34.1948310139165
87037,111,528,-417,1281,8.665105386416862,41.21779859484778,-32.55269320843092
87038,43,298,-255,686,6.2682215743440235,43.440233236151606,-37.17201166180758
87039,86,591,-505,1370,6.2773722627737225,43.13868613138686,-36.86131386861314
87040,105,518,-413,1252,8.386581469648563,41.373801916932905,-32.98722044728434
87041,57,429,-372,982,5.8044806517311605,43.686354378818734,-37.88187372708757
87042,50,505,-455,1128,4.432624113475177,44.769503546099294,-40.336879432624116
87043,0,0,0,0,0.0,0.0,0.0
87044,33,96,-63,261,12.643678160919542,36.7816091954023,-24.137931034482754
87045,20,60,-40,160,12.5,37.5,-25.0
87046,119,497,-378,1256,9.474522292993631,39.57006369426752,-30.095541401273884
87047,62,664,-602,1480,4.1891891891891895,44.86486486486487,-40.67567567567568
87048,66,622,-556,1383,4.772234273318872,44.97469269703543,-40.20245842371656
87049,63,626,-563,1400,4.5,44.714285714285715,-40.214285714285715
87050,35,544,-509,1166,3.0017152658662094,46.65523156089194,-43.65351629502573
87051,49,548,-499,1209,4.052936311000828,45.32671629445823,-41.2737799834574
87052,56,564,-508,1270,4.409448818897638,44.40944881889764,-40.0
87053,61,571,-510,1283,4.75448168355417,44.50506625097428,-39.75058456742011
87054,87,605,-518,1391,6.2544931703810205,43.493889288281814,-37.239396117900796
87055,98,677,-579,1565,6.261980830670927,43.25878594249201,-36.99680511182108
87056,74,660,-586,1484,4.986522911051213,44.474393530997304,-39.487870619946094
87057,101,630,-529,1479,6.8289384719405,42.59634888438134,-35.76741041244084
87058,79,572,-493,1312,6.021341463414634,43.59756097560975,-37.57621951219512
87059,38,487,-449,1061,3.581526861451461,45.90009425070688,-42.31856738925542
87060,55,684,-629,1493,3.6838580040187545,45.813797722705964,-42.12993971868721
87061,77,653,-576,1474,5.223880597014925,44.30122116689281,-39.07734056987788
87062,36,363,-327,810,4.444444444444445,44.81481481481481,-40.37037037037037
87063,12,80,-68,184,6.521739130434782,43.47826086956522,-36.95652173913044
87064,0,0,0,0,0.0,0.0,0.0
87065,77,322,-245,809,9.517923362175525,39.80222496909765,-30.284301606922128
87066,75,487,-412,1180,6.3559322033898304,41.271186440677965,-34.91525423728814
87067,61,432,-371,998,6.112224448897796,43.28657314629258,-37.174348697394784
87068,114,560,-446,1377,8.278867102396514,40.66811909949165,-32.38925199709513
87069,81,455,-374,1082,7.486136783733826,42.05175600739371,-34.56561922365989
87070,41,315,-274,715,5.734265734265734,44.05594405594406,-38.32167832167833
87071,30,257,-227,577,5.1993067590987865,44.54072790294627,-39.341421143847484
87072,71,356,-285,861,8.246225319396052,41.347270615563296,-33.10104529616724
87073,6,62,-56,137,4.37956204379562,45.25547445255474,-40.87591240875912
87074,95,525,-430,1247,7.618283881315156,42.10104250200481,-34.48275862068965
87075,76,390,-314,945,8.042328042328043,41.269841269841265,-33.22751322751322
87076,92,387,-295,977,9.416581371545547,39.611054247697034,-30.194472876151487
87077,81,519,-438,1215,6.666666666666667,42.71604938271605,-36.04938271604939
87078,108,423,-315,1077,10.027855153203342,39.27576601671309,-29.247910863509752
87079,21,135,-114,321,6.5420560747663545,42.05607476635514,-35.51401869158878
87080,82,338,-256,849,9.65842167255595,39.811542991755005,-30.153121319199055
87081,63,398,-335,928,6.788793103448276,42.887931034482754,-36.09913793103448
87082,31,327,-296,721,4.2995839112343965,45.35367545076283,-41.05409153952843
87083,1,16,-15,35,2.857142857142857,45.714285714285715,-42.85714285714286
87084,64,314,-250,762,8.398950131233596,41.20734908136483,-32.808398950131235
87085,62,548,-486,1227,5.052974735126324,44.66177669111654,-39.60880195599022
87086,51,505,-454,1118,4.561717352415027,45.169946332737034,-40.60822898032201
87087,53,600,-547,1316,4.027355623100304,45.59270516717325,-41.565349544072944
87088,46,290,-244,687,6.695778748180495,42.21251819505095,-35.51673944687045
87089,36,357,-321,790,4.556962025316456,45.18987341772152,-40.63291139240506
87090,0,0,0,0,0.0,0.0,0.0
87092,0,0,0,0,0.0,0.0,0.0
87093,0,0,0,0,0.0,0.0,0.0
87096,32,198,-166,467,6.852248394004283,42.398286937901496,-35.54603854389721
87097,56,372,-316,864,6.481481481481481,43.05555555555556,-36.574074074074076
87098,68,500,-432,1154,5.892547660311958,43.327556325823224,-37.43500866551126
87099,62,458,-396,1044,5.938697318007663,43.86973180076628,-37.93103448275862
87100,30,331,-301,731,4.1039671682626535,45.280437756497946,-41.17647058823529
87101,67,415,-348,972,6.893004115226338,42.69547325102881,-35.80246913580247
87102,30,339,-309,744,4.032258064516129,45.564516129032256,-41.53225806451613
